unit_id,month,t,vitality,trajectory_type
U077,2019-04,16,16299.678,persistent_decline
U077,2019-05,17,15786.128,persistent_decline
U077,2019-06,18,15599.322,persistent_decline
U077,2019-07,19,14667.796,persistent_decline
U077,2019-08,20,16732.357,persistent_decline
U077,2019-09,21,15025.563,persistent_decline
U077,2019-10,22,14941.133,persistent_decline
U077,2019-11,23,16240.67,persistent_decline
U077,2019-12,24,14695.725,persistent_decline
U077,2020-01,25,16502.262,persistent_decline
U077,2020-02,26,15738.58,persistent_decline
U077,2020-03,27,16764.962,persistent_decline
U077,2020-04,28,15928.908,persistent_decline
U077,2020-05,29,15003.092,persistent_decline
U077,2020-06,30,14531.461,persistent_decline
U077,2020-07,31,13520.266,persistent_decline
U077,2020-08,32,14243.173,persistent_decline
U077,2020-09,33,13367.151,persistent_decline
U077,2020-10,34,13070.943,persistent_decline
U077,2020-11,35,12868.639,persistent_decline
U077,2020-12,36,12783.074,persistent_decline
U077,2021-01,37,11749.173,persistent_decline
U077,2021-02,38,13390.203,persistent_decline
U077,2021-03,39,13606.382,persistent_decline
U077,2021-04,40,12478.298,persistent_decline
U077,2021-05,41,13332.924,persistent_decline
U077,2021-06,42,12800.18,persistent_decline
U077,2021-07,43,11901.559,persistent_decline
U077,2021-08,44,12672.768,persistent_decline
U077,2021-09,45,12281.8,persistent_decline
U077,2021-10,46,12347.704,persistent_decline
U077,2021-11,47,13214.202,persistent_decline
U077,2021-12,48,12916.709,persistent_decline
U077,2022-01,49,12899.818,persistent_decline
U077,2022-02,50,13285.775,persistent_decline
U077,2022-03,51,13754.265,persistent_decline
U077,2022-04,52,14411.063,persistent_decline
U077,2022-05,53,12674.98,persistent_decline
U077,2022-06,54,13494.389,persistent_decline
U077,2022-07,55,13519.977,persistent_decline
U077,2022-08,56,12790.258,persistent_decline
U077,2022-09,57,11895.254,persistent_decline
U077,2022-10,58,13319.882,persistent_decline
U077,2022-11,59,13673.587,persistent_decline
U077,2022-12,60,13768.321,persistent_decline
U077,2023-01,61,13259.452,persistent_decline
U077,2023-02,62,13949.279,persistent_decline
U077,2023-03,63,13120.309,persistent_decline
U077,2023-04,64,13738.131,persistent_decline
U077,2023-05,65,13263.822,persistent_decline
U077,2023-06,66,12709.456,persistent_decline
U077,2023-07,67,13653.317,persistent_decline
U077,2023-08,68,12464.479,persistent_decline
U077,2023-09,69,11789.515,persistent_decline
U077,2023-10,70,12637.089,persistent_decline
U077,2023-11,71,11896.274,persistent_decline
U077,2023-12,72,12005.903,persistent_decline
U077,2024-01,73,13971.916,persistent_decline
U077,2024-02,74,13467.353,persistent_decline
U078,2018-01,1,14251.075,high_resistance_low_recovery
U078,2018-02,2,14953.257,high_resistance_low_recovery
U078,2018-03,3,15401.593,high_resistance_low_recovery
U078,2018-04,4,15478.292,high_resistance_low_recovery
U078,2018-05,5,15925.54,high_resistance_low_recovery
U078,2018-06,6,15181.337,high_resistance_low_recovery
U078,2018-07,7,14447.046,high_resistance_low_recovery
U078,2018-08,8,14040.881,high_resistance_low_recovery
U078,2018-09,9,13011.143,high_resistance_low_recovery
U078,2018-10,10,12427.058,high_resistance_low_recovery
U078,2018-11,11,12389.07,high_resistance_low_recovery
U078,2018-12,12,13314.194,high_resistance_low_recovery
U078,2019-01,13,13410.448,high_resistance_low_recovery
U078,2019-02,14,14582.045,high_resistance_low_recovery
U078,2019-03,15,15215.745,high_resistance_low_recovery
U078,2019-04,16,14863.109,high_resistance_low_recovery
U078,2019-05,17,14447.806,high_resistance_low_recovery
U078,2019-06,18,15720.035,high_resistance_low_recovery
U078,2019-07,19,14130.847,high_resistance_low_recovery
U078,2019-08,20,14021.103,high_resistance_low_recovery
U078,2019-09,21,13069.534,high_resistance_low_recovery
U078,2019-10,22,12753.639,high_resistance_low_recovery
U078,2019-11,23,12148.232,high_resistance_low_recovery
U078,2019-12,24,13431.814,high_resistance_low_recovery
U078,2020-01,25,12569.26,high_resistance_low_recovery
U078,2020-02,26,13967.546,high_resistance_low_recovery
U078,2020-03,27,14161.438,high_resistance_low_recovery
U078,2020-04,28,15206.451,high_resistance_low_recovery
U078,2020-05,29,14824.396,high_resistance_low_recovery
U078,2020-06,30,13245.304,high_resistance_low_recovery
U078,2020-07,31,13571.892,high_resistance_low_recovery
U078,2020-08,32,13184.425,high_resistance_low_recovery
U078,2020-09,33,12485.432,high_resistance_low_recovery
U078,2020-10,34,12038.163,high_resistance_low_recovery
U078,2020-11,35,12449.445,high_resistance_low_recovery
U078,2020-12,36,14581.947,high_resistance_low_recovery
U078,2021-01,37,13439.949,high_resistance_low_recovery
U078,2021-02,38,14172.168,high_resistance_low_recovery
U078,2021-03,39,14161.482,high_resistance_low_recovery
U078,2021-04,40,13855.266,high_resistance_low_recovery
U078,2021-05,41,14203.771,high_resistance_low_recovery
U078,2021-06,42,14280.041,high_resistance_low_recovery
U078,2021-07,43,13891.816,high_resistance_low_recovery
U078,2021-08,44,12194.812,high_resistance_low_recovery
U078,2021-09,45,13359.501,high_resistance_low_recovery
U078,2021-10,46,13057.446,high_resistance_low_recovery
U078,2021-11,47,13201.469,high_resistance_low_recovery
U078,2021-12,48,13834.867,high_resistance_low_recovery
U078,2022-01,49,13298.235,high_resistance_low_recovery
U078,2022-02,50,14687.018,high_resistance_low_recovery
U078,2022-03,51,14900.55,high_resistance_low_recovery
U078,2022-04,52,15981.628,high_resistance_low_recovery
U078,2022-05,53,14655.805,high_resistance_low_recovery
U078,2022-06,54,14020.623,high_resistance_low_recovery
U078,2022-07,55,14252.163,high_resistance_low_recovery
U078,2022-08,56,14735.939,high_resistance_low_recovery
U078,2022-09,57,12341.338,high_resistance_low_recovery
U078,2022-10,58,12882.43,high_resistance_low_recovery
U078,2022-11,59,13230.896,high_resistance_low_recovery
U078,2022-12,60,14314.929,high_resistance_low_recovery
U078,2023-01,61,13902.6,high_resistance_low_recovery
U078,2023-02,62,15332.931,high_resistance_low_recovery
U078,2023-03,63,14543.166,high_resistance_low_recovery
U078,2023-04,64,15687.205,high_resistance_low_recovery
U078,2023-05,65,15212.002,high_resistance_low_recovery
U078,2023-06,66,15112.6,high_resistance_low_recovery
U078,2023-07,67,14789.885,high_resistance_low_recovery
U078,2023-08,68,13410.408,high_resistance_low_recovery
U078,2023-09,69,12880.028,high_resistance_low_recovery
U078,2023-10,70,13578.568,high_resistance_low_recovery
U078,2023-11,71,13231.362,high_resistance_low_recovery
U078,2023-12,72,12131.574,high_resistance_low_recovery
U078,2024-01,73,14739.027,high_resistance_low_recovery
U078,2024-02,74,15891.959,high_resistance_low_recovery
U079,2018-01,1,29436.355,persistent_decline
U079,2018-02,2,29983.625,persistent_decline
U079,2018-03,3,30430.505,persistent_decline
U079,2018-04,4,29317.776,persistent_decline
U079,2018-05,5,29640.966,persistent_decline
U079,2018-06,6,29870.171,persistent_decline
U079,2018-07,7,30161.808,persistent_decline
U079,2018-08,8,29922.87,persistent_decline
U079,2018-09,9,30034.913,persistent_decline
U079,2018-10,10,30019.368,persistent_decline
U079,2018-11,11,29069.645,persistent_decline
U079,2018-12,12,29796.146,persistent_decline
U079,2019-01,13,29760.871,persistent_decline
U079,2019-02,14,30349.271,persistent_decline
U079,2019-03,15,29530.258,persistent_decline
U079,2019-04,16,29577.905,persistent_decline
U079,2019-05,17,29786.451,persistent_decline
U079,2019-06,18,29966.201,persistent_decline
U079,2019-07,19,29325.389,persistent_decline
U079,2019-08,20,28593.76,persistent_decline
U079,2019-09,21,29675.777,persistent_decline
U079,2019-10,22,28221.461,persistent_decline
U079,2019-11,23,29559.624,persistent_decline
U079,2019-12,24,28617.501,persistent_decline
U079,2020-01,25,28027.244,persistent_decline
U079,2020-02,26,27588.267,persistent_decline
U079,2020-03,27,27905.129,persistent_decline
U079,2020-04,28,27359.976,persistent_decline
U079,2020-05,29,27080.557,persistent_decline
U079,2020-06,30,27243.669,persistent_decline
U079,2020-07,31,26503.08,persistent_decline
U079,2020-08,32,25350.889,persistent_decline
U079,2020-09,33,25082.137,persistent_decline
U079,2020-10,34,24899.318,persistent_decline
U079,2020-11,35,24148.247,persistent_decline
U079,2020-12,36,23690.434,persistent_decline
U079,2021-01,37,23913.961,persistent_decline
U079,2021-02,38,24339.52,persistent_decline
U079,2021-03,39,23479.233,persistent_decline
U079,2021-04,40,23213.402,persistent_decline
U079,2021-05,41,22568.15,persistent_decline
U079,2021-06,42,22113.465,persistent_decline
U079,2021-07,43,22053.819,persistent_decline
U079,2021-08,44,21866.687,persistent_decline
U079,2021-09,45,21606.041,persistent_decline
U079,2021-10,46,21008.44,persistent_decline
U079,2021-11,47,20053.131,persistent_decline
U079,2021-12,48,20092.923,persistent_decline
U079,2022-01,49,21072.589,persistent_decline
U079,2022-02,50,21057.48,persistent_decline
U079,2022-03,51,21557.821,persistent_decline
U079,2022-04,52,21589.936,persistent_decline
U079,2022-05,53,22766.298,persistent_decline
U079,2022-06,54,22860.697,persistent_decline
U079,2022-07,55,22803.366,persistent_decline
U079,2022-08,56,22593.717,persistent_decline
U079,2022-09,57,23092.894,persistent_decline
U079,2022-10,58,22287.153,persistent_decline
U079,2022-11,59,22087.995,persistent_decline
U079,2022-12,60,22345.285,persistent_decline
U079,2023-01,61,22964.918,persistent_decline
U079,2023-02,62,22420.66,persistent_decline
U079,2023-03,63,23132.907,persistent_decline
U079,2023-04,64,23344.53,persistent_decline
U079,2023-05,65,23256.331,persistent_decline
U079,2023-06,66,23563.533,persistent_decline
U079,2023-07,67,23616.152,persistent_decline
U079,2023-08,68,22386.079,persistent_decline
U079,2023-09,69,22309.412,persistent_decline
U079,2023-10,70,23111.813,persistent_decline
U079,2023-11,71,23344.919,persistent_decline
U079,2023-12,72,23168.874,persistent_decline
U079,2024-01,73,23515.977,persistent_decline
U079,2024-02,74,24391.0,persistent_decline
U080,2018-01,1,19511.396,persistent_decline
U080,2018-02,2,18136.407,persistent_decline
U080,2018-03,3,18061.988,persistent_decline
U080,2018-04,4,20167.773,persistent_decline
U080,2018-05,5,20376.765,persistent_decline
U080,2018-06,6,19620.906,persistent_decline
U080,2018-07,7,19608.062,persistent_decline
U080,2018-08,8,20041.954,persistent_decline
U080,2018-09,9,20332.299,persistent_decline
U080,2018-10,10,19170.201,persistent_decline
U080,2018-11,11,19387.897,persistent_decline
U080,2018-12,12,18201.257,persistent_decline
U080,2019-01,13,19000.558,persistent_decline
U080,2019-02,14,18708.416,persistent_decline
U080,2019-03,15,18838.825,persistent_decline
U080,2019-04,16,19388.945,persistent_decline
U080,2019-05,17,19243.119,persistent_decline
U080,2019-06,18,19500.577,persistent_decline
U080,2019-07,19,20386.715,persistent_decline
U080,2019-08,20,20572.689,persistent_decline
U080,2019-09,21,20013.985,persistent_decline
U080,2019-10,22,20703.396,persistent_decline
U080,2019-11,23,19688.91,persistent_decline
U080,2019-12,24,19800.324,persistent_decline
U080,2020-01,25,19302.941,persistent_decline
U080,2020-02,26,18288.314,persistent_decline
U080,2020-03,27,18995.242,persistent_decline
U080,2020-04,28,18346.553,persistent_decline
U080,2020-05,29,18901.023,persistent_decline
U080,2020-06,30,18599.58,persistent_decline
U080,2020-07,31,19165.88,persistent_decline
U080,2020-08,32,18267.06,persistent_decline
U080,2020-09,33,18281.301,persistent_decline
U080,2020-10,34,18727.371,persistent_decline
U080,2020-11,35,17504.443,persistent_decline
U080,2020-12,36,16665.043,persistent_decline
U080,2021-01,37,16417.062,persistent_decline
U080,2021-02,38,16608.383,persistent_decline
U080,2021-03,39,17191.353,persistent_decline
U080,2021-04,40,16704.81,persistent_decline
U080,2021-05,41,16714.387,persistent_decline
U080,2021-06,42,16675.675,persistent_decline
U080,2021-07,43,16456.979,persistent_decline
U080,2021-08,44,15642.878,persistent_decline
U080,2021-09,45,15642.686,persistent_decline
U080,2021-10,46,15122.284,persistent_decline
U080,2021-11,47,14938.118,persistent_decline
U080,2021-12,48,14232.377,persistent_decline
U080,2022-01,49,13950.665,persistent_decline
U080,2022-02,50,14261.21,persistent_decline
U080,2022-03,51,13321.136,persistent_decline
U080,2022-04,52,14947.894,persistent_decline
U080,2022-05,53,16309.605,persistent_decline
U080,2022-06,54,16612.036,persistent_decline
U080,2022-07,55,16258.484,persistent_decline
U080,2022-08,56,16177.55,persistent_decline
U080,2022-09,57,17022.52,persistent_decline
U080,2022-10,58,15531.165,persistent_decline
U080,2022-11,59,16180.244,persistent_decline
U080,2022-12,60,16170.028,persistent_decline
U080,2023-01,61,15276.857,persistent_decline
U080,2023-02,62,15915.615,persistent_decline
U080,2023-03,63,15442.48,persistent_decline
U080,2023-04,64,16718.981,persistent_decline
U080,2023-05,65,16757.43,persistent_decline
U080,2023-06,66,16767.615,persistent_decline
U080,2023-07,67,17247.622,persistent_decline
U080,2023-08,68,16858.939,persistent_decline
U080,2023-09,69,16719.151,persistent_decline
U080,2023-10,70,16749.803,persistent_decline
U080,2023-11,71,16134.662,persistent_decline
U080,2023-12,72,15683.906,persistent_decline
U080,2024-01,73,16253.307,persistent_decline
U080,2024-02,74,15660.55,persistent_decline
U081,2018-01,1,19810.616,low_resistance_high_recovery
U081,2018-02,2,20243.706,low_resistance_high_recovery
U081,2018-03,3,19321.823,low_resistance_high_recovery
U081,2018-04,4,19453.462,low_resistance_high_recovery
U081,2018-05,5,18452.867,low_resistance_high_recovery
U081,2018-06,6,18523.056,low_resistance_high_recovery
U081,2018-07,7,18226.071,low_resistance_high_recovery
U081,2018-08,8,17981.06,low_resistance_high_recovery
U081,2018-09,9,18383.061,low_resistance_high_recovery
U081,2018-10,10,19399.854,low_resistance_high_recovery
U081,2018-11,11,19835.633,low_resistance_high_recovery
U081,2018-12,12,20209.856,low_resistance_high_recovery
U081,2019-01,13,20331.791,low_resistance_high_recovery
U081,2019-02,14,20202.64,low_resistance_high_recovery
U081,2019-03,15,19910.023,low_resistance_high_recovery
U081,2019-04,16,19837.802,low_resistance_high_recovery
U081,2019-05,17,19653.611,low_resistance_high_recovery
U081,2019-06,18,19162.273,low_resistance_high_recovery
U081,2019-07,19,18806.615,low_resistance_high_recovery
U081,2019-08,20,18905.463,low_resistance_high_recovery
U081,2019-09,21,18966.316,low_resistance_high_recovery
U081,2019-10,22,19250.425,low_resistance_high_recovery
U081,2019-11,23,19411.514,low_resistance_high_recovery
U081,2019-12,24,19417.3,low_resistance_high_recovery
U081,2020-01,25,19296.782,low_resistance_high_recovery
U081,2020-02,26,18892.406,low_resistance_high_recovery
U081,2020-03,27,18178.521,low_resistance_high_recovery
U081,2020-04,28,17548.991,low_resistance_high_recovery
U081,2020-05,29,17095.45,low_resistance_high_recovery
U081,2020-06,30,15992.948,low_resistance_high_recovery
U081,2020-07,31,15668.613,low_resistance_high_recovery
U081,2020-08,32,15771.293,low_resistance_high_recovery
U081,2020-09,33,15806.082,low_resistance_high_recovery
U081,2020-10,34,15601.011,low_resistance_high_recovery
U081,2020-11,35,15869.846,low_resistance_high_recovery
U081,2020-12,36,15907.769,low_resistance_high_recovery
U081,2021-01,37,15676.094,low_resistance_high_recovery
U081,2021-02,38,15646.886,low_resistance_high_recovery
U081,2021-03,39,14706.985,low_resistance_high_recovery
U081,2021-04,40,13887.107,low_resistance_high_recovery
U081,2021-05,41,13102.823,low_resistance_high_recovery
U081,2021-06,42,12634.19,low_resistance_high_recovery
U081,2021-07,43,12358.362,low_resistance_high_recovery
U081,2021-08,44,11611.002,low_resistance_high_recovery
U081,2021-09,45,12868.123,low_resistance_high_recovery
U081,2021-10,46,13263.076,low_resistance_high_recovery
U081,2021-11,47,14962.642,low_resistance_high_recovery
U081,2021-12,48,15161.211,low_resistance_high_recovery
U081,2022-01,49,15573.522,low_resistance_high_recovery
U081,2022-02,50,15987.036,low_resistance_high_recovery
U081,2022-03,51,15866.393,low_resistance_high_recovery
U081,2022-04,52,15970.137,low_resistance_high_recovery
U081,2022-05,53,15549.627,low_resistance_high_recovery
U081,2022-06,54,15621.824,low_resistance_high_recovery
U081,2022-07,55,15740.763,low_resistance_high_recovery
U081,2022-08,56,16823.364,low_resistance_high_recovery
U081,2022-09,57,17386.006,low_resistance_high_recovery
U081,2022-10,58,18487.687,low_resistance_high_recovery
U081,2022-11,59,19351.605,low_resistance_high_recovery
U081,2022-12,60,19652.039,low_resistance_high_recovery
U081,2023-01,61,19977.479,low_resistance_high_recovery
U081,2023-02,62,19521.459,low_resistance_high_recovery
U081,2023-03,63,19394.528,low_resistance_high_recovery
U081,2023-04,64,18992.933,low_resistance_high_recovery
U081,2023-05,65,18269.553,low_resistance_high_recovery
U081,2023-06,66,18226.886,low_resistance_high_recovery
U081,2023-07,67,17821.461,low_resistance_high_recovery
U081,2023-08,68,17725.255,low_resistance_high_recovery
U081,2023-09,69,18345.442,low_resistance_high_recovery
U081,2023-10,70,18838.256,low_resistance_high_recovery
U081,2023-11,71,19256.739,low_resistance_high_recovery
U081,2023-12,72,19503.472,low_resistance_high_recovery
U081,2024-01,73,19733.388,low_resistance_high_recovery
U081,2024-02,74,19745.682,low_resistance_high_recovery
U082,2018-01,1,25178.661,moderate_resilience
U082,2018-02,2,24120.486,moderate_resilience
U082,2018-03,3,23576.353,moderate_resilience
U082,2018-04,4,23056.835,moderate_resilience
U082,2018-05,5,22641.696,moderate_resilience
U082,2018-06,6,24055.686,moderate_resilience
U082,2018-07,7,24189.503,moderate_resilience
U082,2018-08,8,24231.869,moderate_resilience
U082,2018-09,9,24296.174,moderate_resilience
U082,2018-10,10,24977.629,moderate_resilience
U082,2018-11,11,24791.957,moderate_resilience
U082,2018-12,12,24228.648,moderate_resilience
U082,2019-01,13,24631.304,moderate_resilience
U082,2019-02,14,23543.09,moderate_resilience
U082,2019-03,15,23375.188,moderate_resilience
U082,2019-04,16,23875.469,moderate_resilience
U082,2019-05,17,23350.614,moderate_resilience
U082,2019-06,18,23410.512,moderate_resilience
U082,2019-07,19,24916.64,moderate_resilience
U082,2019-08,20,23657.029,moderate_resilience
U082,2019-09,21,24725.355,moderate_resilience
U082,2019-10,22,24613.906,moderate_resilience
U082,2019-11,23,24026.145,moderate_resilience
U082,2019-12,24,22924.28,moderate_resilience
U082,2020-01,25,23208.891,moderate_resilience
U082,2020-02,26,22536.605,moderate_resilience
U082,2020-03,27,21634.716,moderate_resilience
U082,2020-04,28,21785.834,moderate_resilience
U082,2020-05,29,21068.133,moderate_resilience
U082,2020-06,30,21468.508,moderate_resilience
U082,2020-07,31,21281.769,moderate_resilience
U082,2020-08,32,21331.068,moderate_resilience
U082,2020-09,33,20156.313,moderate_resilience
U082,2020-10,34,20805.07,moderate_resilience
U082,2020-11,35,20334.045,moderate_resilience
U082,2020-12,36,20035.827,moderate_resilience
U082,2021-01,37,18846.247,moderate_resilience
U082,2021-02,38,19763.427,moderate_resilience
U082,2021-03,39,19441.965,moderate_resilience
U082,2021-04,40,19776.856,moderate_resilience
U082,2021-05,41,19157.907,moderate_resilience
U082,2021-06,42,19773.607,moderate_resilience
U082,2021-07,43,20700.756,moderate_resilience
U082,2021-08,44,20599.926,moderate_resilience
U082,2021-09,45,21202.653,moderate_resilience
U082,2021-10,46,21326.174,moderate_resilience
U082,2021-11,47,22138.654,moderate_resilience
U082,2021-12,48,21984.16,moderate_resilience
U082,2022-01,49,21253.321,moderate_resilience
U082,2022-02,50,20733.349,moderate_resilience
U082,2022-03,51,21634.315,moderate_resilience
U082,2022-04,52,20623.22,moderate_resilience
U082,2022-05,53,21104.911,moderate_resilience
U082,2022-06,54,22515.172,moderate_resilience
U082,2022-07,55,22287.146,moderate_resilience
U082,2022-08,56,23403.507,moderate_resilience
U082,2022-09,57,22978.894,moderate_resilience
U082,2022-10,58,22053.769,moderate_resilience
U082,2022-11,59,23323.834,moderate_resilience
U082,2022-12,60,22658.749,moderate_resilience
U082,2023-01,61,22951.809,moderate_resilience
U082,2023-02,62,22270.634,moderate_resilience
U082,2023-03,63,21866.36,moderate_resilience
U082,2023-04,64,21999.864,moderate_resilience
U082,2023-05,65,21542.841,moderate_resilience
U082,2023-06,66,22012.031,moderate_resilience
U082,2023-07,67,23057.403,moderate_resilience
U082,2023-08,68,22424.015,moderate_resilience
U082,2023-09,69,22994.133,moderate_resilience
U082,2023-10,70,23600.862,moderate_resilience
U082,2023-11,71,24123.994,moderate_resilience
U082,2023-12,72,23250.854,moderate_resilience
U082,2024-01,73,22965.339,moderate_resilience
U082,2024-02,74,22916.015,moderate_resilience
U083,2018-01,1,17031.339,low_resistance_high_recovery
U083,2018-02,2,17593.119,low_resistance_high_recovery
U083,2018-03,3,16606.225,low_resistance_high_recovery
U083,2018-04,4,16364.57,low_resistance_high_recovery
U083,2018-05,5,17256.154,low_resistance_high_recovery
U083,2018-06,6,18226.564,low_resistance_high_recovery
U083,2018-07,7,17608.122,low_resistance_high_recovery
U083,2018-08,8,18226.875,low_resistance_high_recovery
U083,2018-09,9,19337.858,low_resistance_high_recovery
U083,2018-10,10,18098.081,low_resistance_high_recovery
U083,2018-11,11,18406.536,low_resistance_high_recovery
U083,2018-12,12,17926.913,low_resistance_high_recovery
U083,2019-01,13,17713.898,low_resistance_high_recovery
U083,2019-02,14,15840.458,low_resistance_high_recovery
U083,2019-03,15,16459.496,low_resistance_high_recovery
U083,2019-04,16,17489.499,low_resistance_high_recovery
U083,2019-05,17,18634.774,low_resistance_high_recovery
U083,2019-06,18,16854.75,low_resistance_high_recovery
U083,2019-07,19,18056.021,low_resistance_high_recovery
U083,2019-08,20,18686.002,low_resistance_high_recovery
U083,2019-09,21,17789.385,low_resistance_high_recovery
U083,2019-10,22,18458.675,low_resistance_high_recovery
U083,2019-11,23,16339.501,low_resistance_high_recovery
U083,2019-12,24,14597.451,low_resistance_high_recovery
U083,2020-01,25,16095.961,low_resistance_high_recovery
U083,2020-02,26,14488.192,low_resistance_high_recovery
U083,2020-03,27,14727.325,low_resistance_high_recovery
U083,2020-04,28,15101.115,low_resistance_high_recovery
U083,2020-05,29,15278.075,low_resistance_high_recovery
U083,2020-06,30,15272.563,low_resistance_high_recovery
U083,2020-07,31,13640.16,low_resistance_high_recovery
U083,2020-08,32,14629.258,low_resistance_high_recovery
U083,2020-09,33,14432.73,low_resistance_high_recovery
U083,2020-10,34,13178.516,low_resistance_high_recovery
U083,2020-11,35,13427.199,low_resistance_high_recovery
U083,2020-12,36,10954.984,low_resistance_high_recovery
U083,2021-01,37,10409.627,low_resistance_high_recovery
U083,2021-02,38,9668.328,low_resistance_high_recovery
U083,2021-03,39,10128.099,low_resistance_high_recovery
U083,2021-04,40,8741.181,low_resistance_high_recovery
U083,2021-05,41,10129.931,low_resistance_high_recovery
U083,2021-06,42,10786.963,low_resistance_high_recovery
U083,2021-07,43,12226.773,low_resistance_high_recovery
U083,2021-08,44,11866.984,low_resistance_high_recovery
U083,2021-09,45,13092.882,low_resistance_high_recovery
U083,2021-10,46,13694.806,low_resistance_high_recovery
U083,2021-11,47,14327.865,low_resistance_high_recovery
U083,2021-12,48,12910.296,low_resistance_high_recovery
U083,2022-01,49,12988.693,low_resistance_high_recovery
U083,2022-02,50,13592.472,low_resistance_high_recovery
U083,2022-03,51,13466.655,low_resistance_high_recovery
U083,2022-04,52,15228.125,low_resistance_high_recovery
U083,2022-05,53,15574.073,low_resistance_high_recovery
U083,2022-06,54,17472.456,low_resistance_high_recovery
U083,2022-07,55,17792.147,low_resistance_high_recovery
U083,2022-08,56,17810.94,low_resistance_high_recovery
U083,2022-09,57,17767.501,low_resistance_high_recovery
U083,2022-10,58,15737.575,low_resistance_high_recovery
U083,2022-11,59,17496.532,low_resistance_high_recovery
U083,2022-12,60,16288.812,low_resistance_high_recovery
U083,2023-01,61,15262.972,low_resistance_high_recovery
U083,2023-02,62,16517.749,low_resistance_high_recovery
U083,2023-03,63,15179.134,low_resistance_high_recovery
U083,2023-04,64,16252.108,low_resistance_high_recovery
U083,2023-05,65,16211.494,low_resistance_high_recovery
U083,2023-06,66,16989.322,low_resistance_high_recovery
U083,2023-07,67,16163.689,low_resistance_high_recovery
U083,2023-08,68,17289.553,low_resistance_high_recovery
U083,2023-09,69,17744.47,low_resistance_high_recovery
U083,2023-10,70,16546.857,low_resistance_high_recovery
U083,2023-11,71,16566.717,low_resistance_high_recovery
U083,2023-12,72,15076.982,low_resistance_high_recovery
U083,2024-01,73,15895.087,low_resistance_high_recovery
U083,2024-02,74,15710.709,low_resistance_high_recovery
U084,2018-01,1,14666.011,moderate_resilience
U084,2018-02,2,15295.729,moderate_resilience
U084,2018-03,3,15288.545,moderate_resilience
U084,2018-04,4,15141.581,moderate_resilience
U084,2018-05,5,14935.003,moderate_resilience
U084,2018-06,6,14780.311,moderate_resilience
U084,2018-07,7,14311.537,moderate_resilience
U084,2018-08,8,14292.769,moderate_resilience
U084,2018-09,9,14471.571,moderate_resilience
U084,2018-10,10,14922.31,moderate_resilience
U084,2018-11,11,15007.471,moderate_resilience
U084,2018-12,12,15033.162,moderate_resilience
U084,2019-01,13,15402.372,moderate_resilience
U084,2019-02,14,15582.157,moderate_resilience
U084,2019-03,15,15452.938,moderate_resilience
U084,2019-04,16,15308.721,moderate_resilience
U084,2019-05,17,15145.65,moderate_resilience
U084,2019-06,18,14728.011,moderate_resilience
U084,2019-07,19,14825.384,moderate_resilience
U084,2019-08,20,14711.568,moderate_resilience
U084,2019-09,21,14499.346,moderate_resilience
U084,2019-10,22,14990.736,moderate_resilience
U084,2019-11,23,15272.004,moderate_resilience
U084,2019-12,24,15879.914,moderate_resilience
U084,2020-01,25,16040.015,moderate_resilience
U084,2020-02,26,15360.408,moderate_resilience
U084,2020-03,27,15682.26,moderate_resilience
U084,2020-04,28,15173.296,moderate_resilience
U084,2020-05,29,14956.372,moderate_resilience
U084,2020-06,30,14730.581,moderate_resilience
U084,2020-07,31,14809.796,moderate_resilience
U084,2020-08,32,14405.217,moderate_resilience
U084,2020-09,33,14366.651,moderate_resilience
U084,2020-10,34,14258.656,moderate_resilience
U084,2020-11,35,14435.48,moderate_resilience
U084,2020-12,36,14451.008,moderate_resilience
U084,2021-01,37,14604.802,moderate_resilience
U084,2021-02,38,14466.151,moderate_resilience
U084,2021-03,39,14168.362,moderate_resilience
U084,2021-04,40,13935.726,moderate_resilience
U084,2021-05,41,13894.884,moderate_resilience
U084,2021-06,42,13670.133,moderate_resilience
U084,2021-07,43,13037.964,moderate_resilience
U084,2021-08,44,12450.106,moderate_resilience
U084,2021-09,45,13065.539,moderate_resilience
U084,2021-10,46,13055.84,moderate_resilience
U084,2021-11,47,13145.999,moderate_resilience
U084,2021-12,48,13117.748,moderate_resilience
U084,2022-01,49,13294.555,moderate_resilience
U084,2022-02,50,13616.958,moderate_resilience
U084,2022-03,51,13823.933,moderate_resilience
U084,2022-04,52,13753.234,moderate_resilience
U084,2022-05,53,14081.019,moderate_resilience
U084,2022-06,54,13949.77,moderate_resilience
U084,2022-07,55,13886.385,moderate_resilience
U084,2022-08,56,13684.553,moderate_resilience
U084,2022-09,57,14394.307,moderate_resilience
U084,2022-10,58,14464.28,moderate_resilience
U084,2022-11,59,14597.107,moderate_resilience
U084,2022-12,60,15207.778,moderate_resilience
U084,2023-01,61,15462.561,moderate_resilience
U084,2023-02,62,15763.648,moderate_resilience
U084,2023-03,63,15666.972,moderate_resilience
U084,2023-04,64,15720.327,moderate_resilience
U084,2023-05,65,15577.967,moderate_resilience
U084,2023-06,66,15152.786,moderate_resilience
U084,2023-07,67,15369.866,moderate_resilience
U084,2023-08,68,15305.472,moderate_resilience
U084,2023-09,69,14881.183,moderate_resilience
U084,2023-10,70,15227.03,moderate_resilience
U084,2023-11,71,15643.527,moderate_resilience
U084,2023-12,72,15983.465,moderate_resilience
U084,2024-01,73,16472.656,moderate_resilience
U084,2024-02,74,16523.633,moderate_resilience
U085,2018-01,1,17612.974,moderate_resilience
